pm	3.012243595754747		85	14		1205	74
prefix	2.7302082279908975		1080	88		119	19
agr	2.932516403284013		951	83		67	10
poverty	4.149747119504682		12	7		285	33
auda	9.471675214392045		0	0		6	1
cerif	9.471675214392045		0	0		87	1
phonology	2.6387852002273027		791	112		3	2
id	2.087970921917992		157	40		1982	127
committee	2.332123861993251		46	20		1393	121
states	0.8942463863562958		545	145		4370	237
risk	2.2332704750669654		22	14		1732	137
education	2.1318252115074197		129	27		1621	135
political	2.6643202923344402		27	11		1036	101
safety	2.3842123731417053		2	1		1587	135
provisions	2.332123861993251		3	2		1698	139
wh	2.321928094887362		798	97		163	45
whphrase	4.149747119504682		565	40		0	0
der	1.971829327308839		1105	102		7737	79
italian	2.311803877613655		736	125		30	18
arguments	0.9402937538757323		2847	258		699	112
pronominal	2.311803877613655		1162	138		23	5
speaker	2.012243595754747		2444	132		324	44
spouse	4.716787712228577		32	5		1424	22
baptism	5.771235496250952		1	1		307	12
military	3.045410459689947		5	3		1198	83
mary	1.8134637316402495		1227	136		356	66
inflectional	2.6136942192644725		866	114		2	2
air	2.2332704750669654		45	23		3728	128
georgian	4.427281095033591		458	31		2	2
legal	2.09663578304512		21	11		1495	155
bugzilla	9.471675214392045		0	0		560	1
atr	6.886712713670888		145	6		0	0
extraction	2.690315500867385		689	76		153	34
phrases	1.576857451084101		1311	194		640	44
pl	2.2622218487630947		1119	110		167	38
agency	2.3527341416685372		29	11		1744	128
commission	2.494395290892128		11	5		1557	121
marked	1.163336184252637		2033	216		341	101
lf	2.4163927788908546		904	106		132	27
training	2.27200286955568		23	15		1886	132
qui	3.6643202923344402		164	30		2980	26
officer	2.716787712228576		6	4		1588	104
dog	2.4382522128545943		538	96		138	35
year	1.3683874059800227		172	63		2574	212
registrars	7.149747119504682		0	0		16	5
vowels	3.5890321650302033		503	54		15	5
korean	3.3842123731417053		674	52		61	16
word	0.7574296967259219		3523	264		1884	156
insurance	2.9959417834256468		9	5		723	84
du	2.2428565238961635		759	89		4778	61
antecedent	2.9018196060610966		1071	87		19	8
projection	2.03704698675532		1067	143		253	30
v2	3.342392197447078		753	56		40	14
liability	2.9798221180623696		0	0		739	90
programs	1.995941783425647		35	13		1176	165
standards	2.0538226995061466		10	8		1510	163
food	2.252506693929883		144	45		1009	104
usc	3.3842123731417053		24	14		1036	54
tagalog	5.079357791613285		141	21		0	0
products	2.321928094887362		21	9		1333	133
prosodic	3.242856523896164		592	73		76	2
finite	2.09663578304512		1371	123		210	43
affix	2.7712354962509522		1018	95		13	9
environmental	2.6136942192644725		11	6		1880	110
572003	9.471675214392045		0	0		154	1
cmo144	9.471675214392045		0	0		154	1
percent	2.651496251976857		34	11		1183	102
dutch	2.785174687208826		709	79		61	24
morphosyntactic	2.716787712228576		612	107		2	1
hierarchy	2.2818506555120273		1011	108		123	38
altarelli	9.471675214392045		0	0		136	1
inverse	3.2237477009484596		708	49		160	27
forms	0.7921951148865984		3078	230		853	180
days	1.7437547598288452		112	32		2296	180
appositive	5.471675214392045		194	14		5	2
properties	0.971829327308839		2674	258		777	104
mme	5.0122435957547475		6	2		1680	20
modal	2.917086362714407		1287	77		102	17
circuit	3.1678944662149413		3	1		799	78
mi	2.342392197447078		922	78		257	62
congress	2.8134637316402498		14	9		809	92
matrix	1.9402937538757323		1185	132		393	53
john	0.7886806307103617		2788	250		1344	161
plaintiff	4.471675214392044		0	0		679	32
msfc	9.471675214392045		0	0		36	1
theme	2.1678944662149413		1030	105		91	53
maria	2.4716752143920444		777	101		204	27
trixie	9.471675214392045		0	0		149	1
engineering	2.716787712228576		8	6		1088	102
stative	3.6643202923344402		415	55		1	1
marine	3.9170863627144072		0	0		588	47
inspection	2.8569653702768365		28	16		894	82
mr	2.690315500867385		126	25		1996	85
hwp	9.471675214392045		0	0		152	1
marantz	2.948113258335032		564	88		9	4
disabilities	4.564784618783526		2	2		461	28
acquisition	2.158792259107689		882	79		358	80
constraints	1.3948596173412138		1795	188		305	82
locative	2.703490889615118		612	106		33	3
judgment	2.494395290892128		144	36		1360	90
emergency	3.0966357830451194		6	1		944	82
persons	1.5708084064112957		237	61		2084	178
inc	2.2332704750669654		33	19		1096	132
singular	1.995941783425647		1214	148		84	30
interpretation	0.8643449006424336		2199	247		623	143
raising	1.7369655941662063		1419	139		150	74
affixes	2.7302082279908975		1109	103		8	4
bare	2.3948596173412136		811	101		86	34
adverbials	3.2622218487630943		426	73		1	1
reading	1.062284278254343		1656	193		569	147
anthropomorphism	7.886712713670889		0	0		64	3
un	1.7643160823111619		458	106		4916	103
plaintiffs	4.564784618783526		0	0		681	30
materials	2.1141232097739606		51	22		1707	142
alternation	2.82781902461732		703	93		26	7
et	0.8170391858640771		1584	212		11120	191
life	1.4327562250997423		157	63		2558	200
church	3.2622218487630943		35	17		879	57
science	1.5468627107862636		177	84		1560	159
digital	3.6136942192644725		2	2		828	56
theory	0.6837726550006129		4033	303		1287	139
office	1.690315500867385		70	34		1838	186
construction	0.8754854582476341		3181	230		1397	157
client	3.7437547598288456		3	2		306	51
hari	6.149747119504682		286	7		7	3
werden	4.66432029233444		106	17		1303	11
temperature	3.2818506555120273		10	5		1155	68
years	1.0665337512557005		285	87		3944	252
trial	2.6136942192644725		21	12		1326	104
icon	4.82781902461732		11	7		108	18
que	3.045410459689947		451	50		5297	36
social	1.9798221180623699		206	48		1643	132
water	1.703490889615118		219	67		2341	151
expletive	3.564784618783526		611	59		1	1
classifiers	5.471675214392045		308	14		16	2
gender	2.3948596173412136		609	94		151	41
whphrases	4.564784618783526		425	30		0	0
user	2.690315500867385		84	15		1724	95
rof	8.471675214392045		1	1		95	1
constituent	1.8569653702768363		923	165		90	31
protection	2.0538226995061466		2	2		1691	169
passives	3.079357791613284		727	81		5	3
computer	1.9481132583350316		116	37		1168	147
2d	2.9959417834256468		26	19		805	70
chemical	3.012243595754747		8	4		1333	84
referent	3.2237477009484596		472	71		21	5
army	3.4055860239342723		19	8		1904	59
samesex	6.886712713670888		5	2		958	4
audersirk	8.471675214392045		0	0		64	2
en	1.3736431314315178		990	147		7715	127
relative	1.0		2221	187		884	168
director	2.55281197711745		66	13		1052	108
defendants	4.301750212949732		0	0		575	36
waste	3.2818506555120273		6	3		1066	70
basque	3.948113258335032		586	42		7	4
mit	1.2002121864876698		1757	244		1622	65
complementizer	3.4055860239342723		449	65		4	2
genitive	2.743754759828845		693	103		7	3
scope	1.1909044442614418		1750	175		805	136
yesterday	2.4163927788908546		645	106		81	27
insertion	2.716787712228576		712	79		74	29
tzen	8.471675214392045		28	2		0	0
vocabulary	3.1318252115074197		663	59		124	22
paradigm	2.2142873716993927		874	120		98	33
iowa	4.301750212949732		36	11		120	25
lexicon	2.1053530001462284		747	153		40	12
christ	4.471675214392044		5	4		1086	28
metadata	6.149747119504682		23	1		131	9
server	4.149747119504682		3	2		488	38
learning	2.195550809117807		214	49		812	106
settlement	3.799249872420549		5	4		616	47
progressive	2.6387852002273027		528	65		148	49
adjunct	2.6643202923344402		474	104		8	8
paragraph	2.4716752143920444		57	32		1227	96
indirect	1.909432790170972		988	122		341	67
xylazine	9.471675214392045		0	0		333	1
f2d	4.427281095033591		0	0		560	33
asp	3.638785200227303		347	49		31	8
anaphor	3.856965370276836		454	49		0	0
executive	2.7574296967259215		3	3		888	102
adverbial	2.716787712228576		574	106		9	2
greek	3.012243595754747		431	59		136	29
examples	0.6546915911366634		3321	283		686	168
aerosol	6.0122435957547475		0	0		295	11
1sg	3.494395290892128		443	60		8	3
00	3.1318252115074197		15	12		1552	69
aed	7.886712713670889		0	0		29	3
heads	1.6451267271011294		969	175		200	52
au	2.9959417834256468		160	33		2275	56
whmovement	3.564784618783526		476	59		2	1
bobaljik	4.114123209773961		503	40		5	1
method	1.6013104948086399		146	48		2200	186
unit	1.6136942192644725		266	69		2806	163
cambridge	1.0412226627265129		1878	264		305	81
transport	3.204888673697143		2	1		881	76
args	6.66432029233444		171	3		16	4
document	2.012243595754747		37	15		1609	161
karoik	9.471675214392045		178	1		0	0
dr	2.2332704750669654		51	25		1407	126
complements	2.3948596173412136		613	121		24	14
tambik	9.471675214392045		177	1		0	0
classifier	4.3423921974470785		379	29		15	6
hypothesis	1.6578940231750074		1390	184		196	41
private	2.087970921917992		14	9		1384	158
product	2.0454104596899465		47	29		1390	143
businessphone	9.471675214392045		0	0		148	1
hit	2.223747700948459		646	101		278	51
iso	4.223747700948459		5	5		287	33
staff	2.44930740136359		14	11		1145	119
tsm	7.149747119504682		121	4		51	1
preverbal	3.186272995529796		378	78		0	0
analysis	0.40558602393427196		5099	311		2585	225
dps	3.1318252115074197		488	76		84	5
paragraphe	6.471675214392045		0	0		783	8
sont	4.384212373141705		29	15		1704	19
employment	2.9959417834256468		12	8		1490	81
amovement	3.799249872420549		372	50		14	1
contrast	0.9325164032840132		1774	259		445	113
procedures	2.087970921917992		14	12		1384	155
norwegian	3.9170863627144072		722	31		24	16
library	2.6772593480419387		41	21		1226	90
center	1.5647846187835261		151	73		1578	167
functional	1.2190097819417958		1716	205		567	100
school	1.690315500867385		226	79		2024	141
cell	2.9018196060610966		57	22		681	73
quechua	4.886712713670889		500	24		0	0
infinitival	3.4272810950335915		383	64		2	2
existential	2.917086362714407		423	86		11	8
utterances	3.564784618783526		413	51		28	9
taipale	9.471675214392045		0	0		55	1
wwwadvancedstudiesorg	9.471675214392045		0	0		55	1
image	2.576857451084101		59	32		1001	87
rfc	7.471675214392045		0	0		111	4
infl	3.4055860239342723		448	66		32	1
fr	2.494395290892128		349	48		2628	78
bought	2.321928094887362		504	105		106	37
aspect	1.3736431314315178		1127	178		258	96
suffixes	2.8867127136708883		680	88		36	8
epistemic	4.114123209773961		735	33		22	8
wagering	8.471675214392045		0	0		46	2
eds	1.1909044442614418		1593	233		482	78
income	3.204888673697143		1	1		608	76
payment	3.079357791613284		0	0		1336	84
approved	2.2428565238961635		5	4		1155	146
eisteddfod	9.471675214392045		0	0		130	1
fire	2.4829905276198785		81	28		1682	99
scsi	7.149747119504682		0	0		584	5
name	1.1587922591076891		405	104		3303	214
institution	2.9018196060610966		17	14		519	81
markedness	3.564784618783526		402	60		0	0
da	2.0538226995061466		1122	100		938	71
romance	2.494395290892128		590	115		18	11
specificity	3.2237477009484596		267	57		144	19
nonfinite	3.301750212949732		570	71		1	1
oblique	2.9959417834256468		449	79		17	10
rabe	7.471675214392045		116	4		0	0
policies	2.6387852002273027		3	3		775	111
personnel	2.9638805741933485		1	1		1197	90
balinese	7.149747119504682		203	5		0	0
sur	2.7302082279908975		80	41		2484	66
adjectival	3.3842123731417053		521	64		5	4
party	1.9247807545044078		156	47		2052	140
technology	1.9798221180623699		118	42		1341	138
community	1.955975376108002		70	30		1063	153
manual	2.626185163447669		27	14		971	101
inflection	2.4163927788908546		852	127		12	6
xp	2.7712354962509522		533	90		76	14
armature	9.471675214392045		0	0		22	1
flow	2.427281095033591		25	11		1261	121
topik	9.471675214392045		0	0		52	1
ni	2.3631507576138753		573	96		581	42
cinque	3.564784618783526		336	58		4	2
during	0.9481132583350316		359	102		3664	266
peut	5.079357791613285		9	5		1440	16
postverbal	3.242856523896164		316	74		8	1
requirements	1.29176612437711		355	93		2621	197
minimalist	2.158792259107689		714	152		11	7
predicative	3.4055860239342723		568	63		7	4
charge	2.373643131431518		7	6		1215	131
information	0.5145731728297582		1818	204		7570	293
dislocations	6.66432029233444		116	6		21	1
decision	1.8569653702768363		68	34		1589	162
copula	3.638785200227303		406	56		4	1
activities	1.9018196060610966		67	28		1563	162
jesus	4.517478904005169		12	4		758	27
laki	8.471675214392045		0	0		159	2
whquestions	4.114123209773961		213	40		2	1
certification	3.301750212949732		0	0		749	72
preposition	2.799249872420549		507	95		21	7
epa	4.471675214392044		3	1		770	31
arkansas	5.384212373141706		0	0		109	17
arcf	9.471675214392045		43	1		0	0
world	1.3683874059800227		662	84		2647	191
teaching	2.785174687208826		68	31		464	72
teachers	3.204888673697143		122	33		370	44
ncaa	8.471675214392045		0	0		170	2
review	1.0836579290469095		324	123		2357	212
network	2.427281095033591		35	14		1207	118
girl	2.716787712228576		492	76		215	32
longdistance	3.690315500867385		471	52		4	3
criminal	3.242856523896164		5	3		958	72
professional	2.4055860239342723		17	10		642	124
provision	2.4604479589687904		6	5		880	124
filed	2.842318594312435		16	7		774	92
action	1.0836579290469095		481	100		2914	235
animacy	3.690315500867385		301	54		1	1
figure	1.576857451084101		800	69		1920	169
hale	2.576857451084101		569	116		17	3
government	1.378918073472192		336	96		2310	177
methods	1.683772655000613		87	41		1635	180
species	3.0966357830451194		71	17		629	66
test	1.2237477009484592		674	118		3274	186
patients	3.4272810950335915		318	26		1863	40
registration	3.5174789040051695		3	1		403	61
vns	7.886712713670889		24	3		0	0
employer	3.948113258335032		1	1		858	45
unmarked	2.626185163447669		623	112		3	3
modifiers	3.2622218487630943		383	67		40	7
determiners	3.690315500867385		325	54		1	1
resolution	2.2048886736971434		117	32		1171	122
bresnan	3.2622218487630943		405	73		48	1
countries	2.7712354962509522		18	13		1408	91
supreme	3.342392197447078		3	2		799	68
total	1.301750212949732		338	74		2611	214
yoruba	6.471675214392045		100	8		0	0
unaccusatives	3.7437547598288456		353	52		1	1
period	1.3423921974470778		174	60		2495	220
human	1.2525066939298828		514	101		2420	197
checking	2.1318252115074197		754	108		131	54
registrar	5.471675214392045		0	0		133	16
systems	1.0370469867553198		639	130		3243	216
amtrak	8.471675214392045		0	0		140	2
meaning	0.9402937538757323		2662	212		858	158
fig	3.44930740136359		59	15		603	50
prescribed	3.012243595754747		19	7		509	81
protein	4.613694219264473		0	0		275	29
april	2.09663578304512		126	38		956	128
case	0.186272995529796		10587	324		4975	300
fax	2.932516403284013		11	9		634	84
civil	2.703490889615118		0	0		883	109
jurisdiction	3.114123209773961		3	2		720	80
dodge	6.66432029233444		0	0		24	7
allomorphy	4.471675214392044		444	32		0	0
effective	1.7643160823111619		38	20		1437	189
resources	1.7505760256848593		72	35		1266	176
plastic	4.3423921974470785		10	4		220	31
flps	8.471675214392045		0	0		100	2
indonesian	4.886712713670889		330	19		45	5
equations	3.799249872420549		9	6		405	45
minister	3.5409378768291586		35	9		850	52
nous	4.613694219264473		36	13		1890	16
day	1.2428565238961637		216	76		2788	224
members	1.2525066939298828		289	96		1860	202
itelmen	6.471675214392045		217	8		0	0
area	1.2428565238961637		451	77		3038	223
administrative	2.799249872420549		9	7		824	95
dissertation	1.7574296967259218		903	188		71	22
quirky	4.186272995529796		197	37		3	2
justice	2.564784618783526		22	16		894	104
chord	6.149747119504682		0	0		212	10
scientific	2.626185163447669		23	14		795	101
pressure	2.4604479589687904		58	22		1807	107
growth	2.5890321650302033		30	10		784	108
performance	1.7574296967259218		239	38		1857	172
kahng	9.471675214392045		0	0		115	1
response	1.5708084064112957		172	50		1729	189
ada	5.149747119504682		19	6		370	14
inversion	2.932516403284013		367	80		66	13
identifier	4.3423921974470785		3	3		486	32
duty	2.8134637316402498		28	8		803	93
anaphora	3.3631507576138753		431	68		1	1
r3	5.149747119504682		6	3		190	17
auf	4.471675214392044		143	19		1533	13
topic	1.703490889615118		797	149		200	69
als	3.301750212949732		129	35		1276	37
temporal	2.5174789040051695		723	87		262	37
020619	9.471675214392045		0	0		114	1
speech	1.879218177123964		1730	119		414	74
arabic	3.494395290892128		405	48		57	15
w	0.7539987913256485		3229	181		5350	240
river	3.1497471195046827		67	23		567	57
clit	7.149747119504682		114	5		0	0
utterance	3.0622842782543427		549	72		35	13
rate	1.690315500867385		175	46		1946	174
size	1.6578940231750074		135	47		1436	178
det	3.3219280948873626		672	54		44	17
np2	5.0122435957547475		158	20		8	2
audit	3.799249872420549		0	0		498	51
aceh	7.886712713670889		2	2		61	1
pdf	4.301750212949732		11	7		450	29
whfphrase	9.471675214392045		13	1		0	0
march	1.8206235232131158		44	36		1008	165
chukchi	6.149747119504682		324	10		0	0
fronting	3.799249872420549		312	50		1	1
message	2.7302082279908975		41	14		843	93
holy	4.3423921974470785		2	2		584	33
mwape	8.471675214392045		23	2		0	0
schools	2.8867127136708883		25	13		700	83
structural	1.4109792827044905		1380	190		378	77
adverb	2.564784618783526		502	115		20	5
councilmember	7.471675214392045		4	1		142	3
quantifier	2.82781902461732		524	94		19	6
quality	1.7369655941662063		163	43		1389	170
eine	4.186272995529796		122	22		1332	17
pursuant	3.0966357830451194		0	0		601	83
exchange	2.311803877613655		24	20		802	123
state	0.5498342773175543		1323	192		6266	293
constituents	2.373643131431518		614	114		49	23
idl	6.66432029233444		0	0		330	7
prenominal	4.427281095033591		234	33		0	0
locality	2.9018196060610966		489	82		40	13
sg	2.626185163447669		719	93		277	22
million	2.703490889615118		24	13		666	96
record	1.7167877122285757		53	28		1629	188
impersonal	3.5890321650302033		427	50		18	9
contexts	1.651496251976857		901	175		114	51
spellout	3.5409378768291586		350	61		0	0
thematic	2.5291607090528045		671	114		24	9
attrition	5.886712713670888		132	9		5	3
conditionals	5.223747700948459		318	17		3	2
proteins	5.0122435957547475		1	1		196	21
ko	3.799249872420549		401	38		40	13
physical	1.8278190246173196		170	33		1260	167
accordance	1.9325164032840132		103	53		1486	133
his	0.5557958355562712		2905	236		14746	247
bowo	9.471675214392045		29	1		0	0
aliens	6.0122435957547475		0	0		126	11
illustrated	1.5233079828073668		1043	188		91	59
cervantes	8.471675214392045		1	1		47	1
investment	3.44930740136359		0	0		807	65
upon	0.9678494763962938		409	107		3518	256
09031999	9.471675214392045		0	0		25	1
cd10_iso_audit_prep_2ppt	9.471675214392045		0	0		25	1
oder	5.079357791613285		70	10		967	11
activity	1.7101239819475649		202	50		1727	167
solenoid	7.149747119504682		0	0		32	5
people	1.1009878075848267		552	137		3047	194
causee	5.223747700948459		211	18		8	1
codeswitching	7.471675214392045		38	4		0	0
fronted	3.799249872420549		298	51		0	0
ellipsis	4.384212373141705		288	33		12	1
mother	1.971829327308839		797	118		540	63
fo	3.4272810950335915		101	18		392	48
kin	4.301750212949732		944	21		60	15
synset	9.471675214392045		47	1		0	0
web	2.4382522128545943		43	15		720	116
pv	4.517478904005169		37	14		414	17
learners	4.186272995529796		213	30		23	9
care	1.696888154790871		113	62		1269	157
hans	3.2622218487630943		394	56		32	18
facilities	2.5291607090528045		2	2		935	121
animate	3.079357791613284		532	77		15	7
market	2.540937876829158		41	16		1143	106
cadets	7.471675214392045		0	0		86	4
regulatory	3.4272810950335915		1	1		439	65
telicity	5.149747119504682		208	19		1	1
nonlite	8.471675214392045		82	2		0	0
practice	1.5409378768291582		84	50		1282	194
habitual	3.799249872420549		159	44		8	7
ambulance	5.771235496250952		0	0		425	13
lite	6.301750212949732		115	4		6	5
